name,brand,sku,category,revenue,momentum,claims,ingredients
Double Strength Prosta-Guard Lycopene 10 mg,Vitamin World,DSLD-605,Immunity,4486577,2.9,A Naturally Occurring Carotenoid Lycopene is a natural carotenoid made by plants. Lycopene promotes prostate health and supports the immune system. Lycopene is also a powerful antioxidant for promoting heart health. Prostate & Immune Health QUALITY ASSURED This product has been developed manufactured and packaged by Vitamin World. Our world-class facilities allow us to control exactly what goes into each product. It is your assurance that you are getting the highest quality and freshest products. You have our guarantee! Get healthy.,Lycopene
Natural Selenium 50 mcg,Vitamin World,DSLD-606,Immunity,3054304,3.3,May Reduce the Risk of Certain Forms of Cancer (see side panel) QUALITY ASSURED This product has been developed manufactured and packaged by Vitamin World. Our world-class facilities allow us to control exactly what goes into each product. It is your assurance that you are getting the highest quality and freshest products. You have our guarantee! Selenium is an essential trace mineral that supports the immune system. Some scientific evidence suggests that consumption of Selenium may reduce the risk of certain forms of cancer. However the FDA has determined that this evidence is limited and not conclusive. Get healthy.,Selenium
Pycnogenol 60 mg,Vitamin World,DSLD-607,Immunity,1120708,9.0,Clinical studies at 100 to 200 mg per day. Patented Nutrient Clinically Studied for Heart Health QUALITY ASSURED This product has been developed manufactured and packaged by Vitamin World. Our world-class facilities allow us to control exactly what goes into each product. It is your assurance that you are getting the highest quality and freshest products. You have our guarantee! Get healthy.,Pycnogenol; Citrus Bioflavonoids Complex
Herbal Laxative,Vitamin World,DSLD-608,Gut Health,2831866,4.4,Helps with Regularity & Occasional Constipation Herbal Laxative Capsules contain all natural herbs to help with occasional constipation. Our formula brings together the holistic properties of Cascara Sagrada and Senna two popular herbals that help promote regularity. Herbal Laxative Capsules contain no harsh synthetics so you can be assured of gentle yet efficient cleansing. QUALITY ASSURED Vitamin World products are subject to critically stringent quality assurance analysis. Our state-of-the-art laboratory manufacturing and packaging facilities insure the highest quality nutritional supplements money can buy. Your health & safety are our first priority! Get healthy.,Cascara Sagrada; Senna extract; contains not less than 8 mg of Sennosides; Herbal Proprietary Blend
Herbal Laxative,Vitamin World,DSLD-609,Gut Health,2628331,2.2,Helps with Regularity & Occasional Constipation Herbal Laxative Capsules contain all-natural herbs to help with occasional constipation. Our formula brings together the holistic properties of Cascara Sagrada and Senna two popular herbals that help promote regularity. Herbal Laxative Capsules contain no harsh synthetics so you can be assured of gentle yet efficient cleansing. QUALITY ASSURED Vitamin World products are subject to critically stringent quality assurance analysis. Our state-of-the-art laboratory manufacturing and packaging facilities insure the highest quality nutritional supplements money can buy. Your health & safety are our first priority! Get healthy.,Cascara Sagrada; Senna extract; contains not less than 8 mg of Sennosides; Herbal Proprietary Blend
Gotu Kola 250 mg,Vitamin World,DSLD-610,Immunity,3311002,9.6,250 MG Gotu Kola contains Saponins; highly complex phytochemicals that play a role in wellness. Often referred to as “food for the brain” Gotu Kola is a popular herb used in Ayurveda practices. QUALITY ASSURED Vitamin World products are subject to critically stringent quality assurance analysis. Our state-of-the-art laboratory manufacturing and packaging facilities insure the highest quality nutritional supplements money can buy. Your health & safety are our first priority! Traditional Goodness from Mother Nature Vitamin World’s Natural Whole Herb products utilize ground plant parts to provide the natural components in the amounts found in nature. Get healthy.,Gotu Kola
Debittered Brewer's Yeast Powder,Vitamin World,DSLD-611,Beauty From Within,3094803,5.0,QUALITY ASSURED Vitamin World products are subject to critically stringent quality assurance analysis. Our state-of-the-art laboratory manufacturing and packaging facilities insure the highest quality nutritional supplements money can buy. Your health & safety are our first priority! Get healthy.,Calories; Calories from Fat; Total Fat; Total Carbohydrates; Dietary Fiber; Sugar; Protein; Thiamine; Riboflavin; Niacin; Vitamin B6; Folic Acid; Vitamin B12; Biotin; Pantothenic Acid; Calcium; Iron; Phosphorus; Magnesium; Zinc; Copper; Chromium; Sodium; Potassium
MSM Powder,Vitamin World,DSLD-612,Immunity,3448027,4.5,Easy to Swallow Goes Right to Work Methylsulfonylmethane (MSM) is a natural source of sulfur one of the major building blocks of glycosaminoglycans. Glycosaminoglycans are key structural components in cartilage and play an important role in the maintenance of joint cartilage. MSM powder mixes in water and goes right to work since there are no tablets or capsules for your body to break down. Promotes Joint Comfort & Mobility QUALITY ASSURED For over 40 years Vitamin World has pioneered the manufacture of premium nutritional supplements. Our commitment to quality is the highest in our industry. Every product undergoes rigorous analysis for purity potency safety and freshness.  We guarantee it. Water Soluble Get healthy.,MSM
Alfalfa 500 mg,Vitamin World,DSLD-613,Immunity,2269386,7.4,Alfalfa is widely grown in western Asia and the eastern Mediterranean region. Traditionally Alfalfa has been brewed as a tea although the sprouts are popular in salads. Alfalfa is an excellent addition to your nutritional wellness program. Nutritional Wellness Formula QUALITY ASSURED This product has been developed manufactured and packaged by Vitamin World. Our world-class facilities allow us to control exactly what goes into each product. It is your assurance that you are getting the highest quality and freshest products.  You have our guarantee! Get healthy.,Alfalfa
Q-Sorb Co Q-10 50 mg,Vitamin World,DSLD-614,Gut Health,916637,7.3,QUALITY ASSURED This product has been developed manufactured and packaged by Vitamin World. Our world-class facilities allow us to control exactly what goes into each product. It is your assurance that you are getting the highest quality and freshest products. You have our guarantee! Supports Heart Health Get healthy.,Q-Sorb Coenzyme Q-10
High Performance Creatine HPDS3,Precision Engineered,DSLD-615,Energy & Performance,4425342,4.0,As a supplement that helps promote athletic performance Creatine enhances the ability of your muscles to produce higher muscular force especially during short bouts of maximal exercise. Creatine is an excellent supplemental choice for athletes and active adults.Each batch of Creatine Powder is certified pure by laboratory HPLC analysis. Benefits may vary. Use in conjunction with an intense daily exercise program and a balanced diet including an adequate caloric intake. Contents are sold by weight. Some settling may occur. Creatine helps draw water into muscles to promote muscle hydration. CUT CAREFULLY ALONG DOTTED LINE DELICIOUS FRUIT PUNCH FLAVOR NATURAL & ARTIFICIAL FLAVOR HARDCORE SERIES HIGH PERFORMANCE DELIVERY SYSTEM MUSCLE SIZE STRENGTH POWER & RECOVERY QUALITY ASSURED Precision Engineered has pioneered the manufacture of premium sports nutrition supplements. Our commitment to quality is the highest in our industry. Every product undergoes rigorous analysis for purity potency safety and freshness. We guarantee it. THIRD GENERATION,Calories; Total Carbohydrates; Sugar; Phosphorus; Magnesium; Sodium; Potassium; HPLC Pure Creatine Monohydrate; Taurine
Timed Release C-500 mg,Vitamin World,DSLD-616,Immunity,2101877,9.2,QUALITY ASSURED For over 40 years Vitamin World has pioneered the manufacture of premium nutritional supplements. Our commitment to quality is the highest in our industry. Every product undergoes rigorous analysis for purity potency safety and freshness. We guarantee it. Get healthy.,Vitamin C; Citrus Bioflavonoids; wild Rose Hips
Vanadyl Sulfate 10 mg,Vitamin World,DSLD-617,Immunity,531648,3.4,A Popular Form of the Trace Mineral Vanadium Found in foods such as cereals and corn Vanadyl Sulfate is a form of Vanadium a trace mineral. Named for the Scandinavian goddess of beauty and youth Vanadyl sulfate is popular with bodybuilders. QUALITY ASSURED This product has been developed manufactured and packaged by Vitamin World. Our world-class facilities allow us to control exactly what goes into each product. It is your assurance that you are getting the highest quality and freshest products. You have our guarantee! Get healthy.,Vanadyl Sulfate
